Country,Market Role,Company,Short Name,Type of identification,Identification of organisation,Approximate wait time for user to see request,Jumpoff URL to Permission Portal,Website,Official Contact,Permission Management Responsibility,Documentation of access,Identity service provider,Eligible party on-boarding,Eligible party test on-boarding,Price list for access to data by eligible parties
AT,DSO,Vorarlberger Energienetze GmbH,Vorarlberger Energienetze,AT-Code,AT006000,,https://identity.vorarlbergnetz.at/Identity/Login?ReturnUrl=http%3A%2F%2Fidentity%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Dcustomer-portal%26redirect_uri%3Dhttp%253A%252F%252Fvkwweb%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520phone%2520email%2520offline_access%2520sap%2520applogs%26code_challenge%3DudfUE5z9jeiIcQKfbmKYRzhsqlBNlzCkvdgW1bADD-g%26code_challenge_method%3DS256%26response_mode%3Dform_post%26nonce%3D638161080497378142.NWIwMDM0ODQtYzYxZC00ZTg3LTgzZjYtN2JlYjE0NzY4NmJjYjI1ODM2ZTMtMmQ4ZS00NjUyLWFkNWUtNWYyYmU1ZTUwY2Ri%26state%3DCfDJ8LHRWicpcz1Nu0zhm_xAp6WHJqNOX8CxICjrnQAIg0rnq4uTi9yCxFJlxo61zAgJALB1vcyA80s4u7OWt1kmD0OnAux9pozgVNCD3QGr_7Y_KQe4NTaof5y4OKJNS9Am8mnHaY1rIBHkZCvmqBeWwno91VFdTr0SgDZJko3rMkHCVlJQy-uPWq3kbvZKgt5aaWqSBcF9ZAkY7n3LPwr6KZeMBYaspVYNH9Xzu7BYkohYrixRYQfzuErbhgFJUrshVEVnG0i7ZmskE8N0K5iDLMAMn4q2P2Cw74Btpli7KgpmkGIScUzUq4JE0RXX52obunBC1loCdBeLvpLTfOF2bjizOsu8RYY6zeA2vzQBUBzehlLizBGLgKqLd1sEdiSH30PM5DYdXKSGYmXHXnFzwL4JSZyE_xhl6Hu8M3mMpUD28FwluKoIqiwqECKFsl0n0G5Z8zhypBltBuGF6L3kbXk%26x-client-SKU%3DID_NETSTANDARD2_0%26x-client-ver%3D6.10.0.0,https://www.vorarlbergnetz.at/,markus.eberle@vorarlbergnetz.at,Vorarlberger Energienetze GmbH,https://www.ebutilities.at/home.html,Vorarlberger Energienetze GmbH,https://www.eda.at/energiedienstleister,-,https://www.eda.at/pdf/anlage5preisblatt.pdf
AT,DSO,Wasserkraft Sölden eGen,Wasserkraft Sölden,AT-Code,AT005610,,https://kundenportal.wasserkraft-soelden.at/,https://www.wasserkraft-soelden.at/,info@wasserkraft-soelden.at,Wasserkraft Sölden eGen,https://www.ebutilities.at/home.html,Wasserkraft Sölden eGen,https://www.eda.at/energiedienstleister,-,https://www.eda.at/pdf/anlage5preisblatt.pdf
AT,DSO,Wiener Netze GmbH,Wiener Netze,AT-Code,AT001000,,https://log.wien/auth/realms/logwien/protocol/openid-connect/auth?client_id=wn-smartmeter&redirect_uri=https%3A%2F%2Fsmartmeter-web.wienernetze.at%2F&state=d101979d-9ba3-402f-8b9c-1b8afc35c409&response_mode=fragment&response_type=code&scope=openid&nonce=3c352e2a-09af-4df3-9c5a-8c2cbd78b73f,https://www.wienernetze.at/,office@wienenergie.at,Wiener Netze GmbH,https://www.ebutilities.at/home.html,Wiener Netze GmbH,https://www.eda.at/energiedienstleister,-,https://www.eda.at/pdf/anlage5preisblatt.pdf
AT,DSO,wüsterstrom E-Werk GmbH,wüsterstrom E-Werk,AT-Code,AT002230,,https://energieportal.wuesterstrom.at/enVIEW.Portal/Account/Login?ReturnUrl=%2FenVIEW.Portal%2F,https://www.wuesterstrom.at/,office@wuesterstrom.at,wüsterstrom E-Werk GmbH,https://www.ebutilities.at/home.html,wüsterstrom E-Werk GmbH,https://www.eda.at/energiedienstleister,-,https://www.eda.at/pdf/anlage5preisblatt.pdf
BE,DSO,Fluvius,Fluvius,,fluvius,,https://fluvius.be,https://fluvius.be,,Fluvius,,Fluvius,,,
DK,DSO,Energinet,Energinet,,energinet,,https://eloverblik.dk/customer/login,https://energinet.dk/,,Energinet,,Energinet,,,
ES,DSO,Datadis,Datadis,,datadis,,https://datadis.es,https://datadis.es,,Datadis,,Datadis,,,
FI,National Hub,Fingrid Datahub,Fingrid,GLN,fingrid,"N/A, the customer has to give permission, after which the permission if forwarded to the service provider.",https://oma.datahub.fi/#/login,https://palvelut.datahub.fi/en,,Fingrid Datahub,,Fingrid Datahub,https://palvelut.datahub.fi/en/liity-datahubiin/palveluntarjoajat,https://palvelut.datahub.fi/en/liity-datahubiin/palveluntarjoajat,https://palvelut.datahub.fi/api/documents/file/0-308821-1-403250
FR,DSO,Enedis,Enedis,n.a.,enedis,,,https://enedis.fr,serviceclients-api@enedis.fr,Enedis,,Enedis,https://datahub-enedis.fr/en/data-connect-en/documentation/,,free
FR,DSO,SRD Energies,SRD Energies,n.a.,srd-energies,,,https://www.srd-energies.fr/,n.a.,SRD Energies,,SRD Energies,https://datahub-enedis.fr/en/data-connect-en/documentation/,,free
IT,National Database,Acquirente Unico / Portale SII / Portale Consumi,,,,,https://www.consumienergia.it/eid-gateway/?client_id=Ah5HdneY38Nc9Ifd#0,https://www.acquirenteunico.it/,info@acquirenteunico.it,Acquirente Unico / Portale SII / Portale Consumi,,Acquirente Unico / Portale SII / Portale Consumi,,,
NL,National Authority,BAS/MFF,,n.a.,n.a.,,n.a.,https://www.basmff.nl,n.a.,BAS/MFF,n.a.,BAS/MFF,n.a.,,
US,DSO,National Grid New York,National Grid New York,,NGNY,,https://greenbutton.nationalgrid.com,,,,,,,,
US,DSO,Fort Collins Utilities,Fort Collins Utilities,,FCU,,https://data.fcgov.utilityapi.com,,,,,,,,
US,DSO,Silicon Valley Clean Energy,Silicon Valley Clean Energy,,SVCE,,https://data.svcleanenergy.org,,,,,,,,
US,DSO,Peninsula Clean Energy,Peninsula Clean Energy,,PCE,,https://www.peninsulacleanenergy.com/data-connect,,,,,,,,
US,DSO,Consumers Energy,Consumers Energy,,CONSUMERSENERGY,,https://greenbutton.consumersenergy.com,,,,,,,,
CA,DSO,Essex Powerlines,Essex Powerlines,,ESSEX,,https://greenbutton.essexpowerlines.ca,,,,,,,,
CA,DSO,Welland Hydro-Electric System Corp,Welland Hydro-Electric System Corp,,WELLAND,,https://greenbutton.wellandhydro.com,,,,,,,,
CA,DSO,Bluewater Power Distribution Corporation,Bluewater Power Distribution Corporation,,BLUEWATER,,https://greenbutton.bluewaterpower.com,,,,,,,,
CA,DSO,Lakefront Utilities Inc.,Lakefront Utilities Inc.,,LAKEFRONT,,https://greenbutton.lakefrontutilities.com,,,,,,,,
CA,DSO,PUC Distribution Inc.,PUC Distribution Inc.,,SSMPUC,,https://greenbutton.ssmpuc.com,,,,,,,,
US,DSO,Integrated Energy Data Resource Program,Integrated Energy Data Resource Program,,IEDR,,http://greenbutton.iedr.nyserda.ny.gov,,,,,,,,
US,DSO,El Paso Electric Company,El Paso Electric Company,,EPE,,https://greenbutton.epelectric.com,,,,,,,,
US,DSO,Demo Utility,Demo Utility,,DEMOUTILITY,,https://greenbutton.demoutility.com,,,,,,,,
